Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2/1/2007,06:55:00,0.484,0.174,245.19,2,0,0,0
2/1/2007,06:56:00,0.482,0.174,245.05,2,0,0,0
2/1/2007,06:57:00,0.478,0.168,244.15,2,0,0,0
2/1/2007,06:58:00,0.476,0.168,244.06,2,0,0,0
2/1/2007,06:59:00,0.474,0.164,243.86,2,0,0,0
2/1/2007,07:00:00,0.47,0.158,242.74,2,0,0,0
2/1/2007,07:01:00,0.468,0.154,242.2,2,0,0,0
2/1/2007,07:02:00,0.458,0.14,242.69,2,0,0,0
2/1/2007,07:03:00,0.372,0,242.34,1.6,0,0,0
2/1/2007,07:04:00,0.37,0,242.92,1.6,0,0,0
2/1/2007,07:05:00,0.368,0,242.3,1.4,0,0,0
2/1/2007,07:06:00,0.374,0,242.45,1.6,0,0,0
2/1/2007,07:07:00,0.374,0,241.7,1.6,0,0,0
2/1/2007,07:08:00,0.374,0,242.2,1.6,0,0,0
2/1/2007,07:09:00,0.37,0,242.61,1.4,0,0,0
2/1/2007,07:10:00,0.37,0,242.64,1.6,0,0,0
2/1/2007,07:11:00,0.374,0,242.18,1.6,0,0,0
2/1/2007,07:12:00,0.374,0,242,1.6,0,0,0
2/1/2007,07:13:00,0.374,0,241.86,1.6,0,0,0
2/1/2007,07:14:00,0.37,0,241.57,1.6,0,0,0
2/1/2007,07:15:00,0.364,0,240.89,1.4,0,0,0
2/1/2007,07:16:00,0.368,0,241.67,1.6,0,0,0
2/1/2007,07:17:00,0.372,0,241.2,1.6,0,0,0
2/1/2007,07:18:00,0.372,0,241.42,1.6,0,0,0
2/1/2007,07:19:00,0.374,0,241.72,1.6,0,0,0
2/1/2007,07:20:00,0.37,0,241.14,1.6,0,0,0
2/1/2007,07:21:00,0.366,0,241.73,1.4,0,0,0
2/1/2007,07:22:00,0.372,0,242.78,1.6,0,0,0
2/1/2007,07:23:00,0.376,0,242.17,1.6,0,0,0
2/1/2007,07:24:00,0.374,0,241.93,1.6,0,0,0
2/1/2007,07:25:00,0.374,0,241.74,1.6,0,0,0
2/1/2007,07:26:00,0.418,0.062,241.12,1.8,0,0,0
2/1/2007,07:27:00,0.44,0.12,241.22,1.8,0,0,0
2/1/2007,07:28:00,0.442,0.12,240.92,1.8,0,0,0
2/1/2007,07:29:00,0.444,0.116,240.07,1.8,0,0,0
2/1/2007,07:30:00,0.562,0.242,238.29,2.6,0,0,0
2/1/2007,07:31:00,0.548,0.242,239,2.4,0,0,0
2/1/2007,07:32:00,0.54,0.246,239.74,2.4,0,0,0
2/1/2007,07:33:00,0.534,0.242,239.23,2.4,0,0,0
2/1/2007,07:34:00,0.532,0.238,240.39,2.4,0,0,0
2/1/2007,07:35:00,0.47,0.146,240.21,2,0,0,0
2/1/2007,07:36:00,0.468,0.148,240.36,2,0,0,0
2/1/2007,07:37:00,0.468,0.148,240.36,2,0,0,0
2/1/2007,07:38:00,0.462,0.148,240.74,2,0,0,0
2/1/2007,07:39:00,0.46,0.148,240.79,2,0,0,0
2/1/2007,07:40:00,0.464,0.148,240.35,2,0,0,0
2/1/2007,07:41:00,0.464,0.146,240.25,2,0,0,0
2/1/2007,07:42:00,0.464,0.148,240.4,2,0,0,0
2/1/2007,07:43:00,0.462,0.146,240.26,2,0,0,0
2/1/2007,07:44:00,0.456,0.146,240.27,2,0,0,0
2/1/2007,07:45:00,0.4,0.066,240.27,1.6,0,0,0
2/1/2007,07:46:00,0.366,0,238.61,1.4,0,0,0
2/1/2007,07:47:00,0.364,0,238.11,1.4,0,0,0
2/1/2007,07:48:00,0.362,0,237.88,1.4,0,0,0
2/1/2007,07:49:00,0.36,0,238.23,1.4,0,0,0
2/1/2007,07:50:00,0.36,0,238.98,1.4,0,0,0
2/1/2007,07:51:00,0.364,0,239.67,1.4,0,0,0
2/1/2007,07:52:00,0.37,0,240.61,1.6,0,0,0
2/1/2007,07:53:00,0.368,0,240.08,1.6,0,0,0
2/1/2007,07:54:00,0.368,0,239.64,1.6,0,0,0
2/1/2007,07:55:00,0.364,0,240.57,1.4,0,0,0
2/1/2007,07:56:00,0.364,0,240.67,1.4,0,0,0
2/1/2007,07:57:00,0.394,0,241.06,1.8,0,0,0
2/1/2007,07:58:00,0.454,0.138,241,2,0,0,0
2/1/2007,07:59:00,0.456,0.138,241.13,2,0,2,0
2/1/2007,08:00:00,0.45,0.136,240.8,2,0,1,0
2/1/2007,08:01:00,0.442,0.13,239.47,1.8,0,1,0
2/1/2007,08:02:00,0.442,0.126,238.7,1.8,0,2,0
2/1/2007,08:03:00,0.448,0.126,238.48,1.8,0,1,0
2/1/2007,08:04:00,0.448,0.126,238.57,1.8,0,2,0
2/1/2007,08:05:00,0.446,0.124,238.28,1.8,0,1,0
2/1/2007,08:06:00,0.446,0.132,239.69,1.8,0,1,0
2/1/2007,08:07:00,0.446,0.134,240.18,1.8,0,2,0
2/1/2007,08:08:00,0.536,0.232,241.11,2.4,0,1,0
2/1/2007,08:09:00,0.528,0.242,241.04,2.4,0,2,0
2/1/2007,08:10:00,0.522,0.232,239.1,2.4,0,1,0
2/1/2007,08:11:00,0.514,0.226,238.09,2.2,0,1,0
2/1/2007,08:12:00,0.59,0.306,237.42,2.8,0,2,0
2/1/2007,08:13:00,0.612,0.346,236.94,2.8,0,1,0
2/1/2007,08:14:00,0.606,0.348,236.99,2.8,0,1,0
2/1/2007,08:15:00,0.6,0.344,236.46,2.8,0,1,0
2/1/2007,08:16:00,0.582,0.322,236.33,2.8,0,2,0
2/1/2007,08:17:00,0.53,0.246,236.77,2.4,0,1,0
2/1/2007,08:18:00,0.536,0.254,237.87,2.4,0,1,0
2/1/2007,08:19:00,0.53,0.246,236.63,2.4,0,1,0
2/1/2007,08:20:00,0.534,0.258,238.64,2.4,0,2,0
2/1/2007,08:21:00,0.534,0.26,239.15,2.4,0,1,0
2/1/2007,08:22:00,0.536,0.27,240.49,2.4,0,1,0
2/1/2007,08:23:00,0.538,0.274,241.09,2.4,0,1,0
2/1/2007,08:24:00,0.52,0.244,240.53,2.4,0,1,0
2/1/2007,08:25:00,0.464,0.15,240.95,2,0,0,0
2/1/2007,08:26:00,0.46,0.152,241.4,2,0,0,0
2/1/2007,08:27:00,0.458,0.15,240.93,2,0,0,0
2/1/2007,08:28:00,0.376,0,240.18,1.6,0,0,0
2/1/2007,08:29:00,0.364,0,240.93,1.4,0,0,0
2/1/2007,08:30:00,0.366,0,241.61,1.4,0,0,0
2/1/2007,08:31:00,0.368,0,241.66,1.4,0,0,0
2/1/2007,08:32:00,0.368,0,240.85,1.4,0,0,0
2/1/2007,08:33:00,0.37,0,240.01,1.6,0,0,0
2/1/2007,08:34:00,0.37,0,240.5,1.6,0,0,0
2/1/2007,08:35:00,0.37,0,240.25,1.6,0,0,0
2/1/2007,08:36:00,0.368,0,239.88,1.6,0,0,0
2/1/2007,08:37:00,0.37,0,240.32,1.6,0,0,0
2/1/2007,08:38:00,0.37,0,240.34,1.6,0,0,0
2/1/2007,08:39:00,0.366,0,241.02,1.4,0,0,0
2/1/2007,08:40:00,0.366,0,241.22,1.4,0,0,0
2/1/2007,08:41:00,0.366,0,241.19,1.4,0,0,0
2/1/2007,08:42:00,0.366,0,241.31,1.4,0,0,0
2/1/2007,08:43:00,0.366,0,241.49,1.4,0,0,0
2/1/2007,08:44:00,0.366,0,241.58,1.4,0,0,0
2/1/2007,08:45:00,0.366,0,240.94,1.4,0,0,0
2/1/2007,08:46:00,0.362,0,239.75,1.4,0,0,0
2/1/2007,08:47:00,0.368,0,240.85,1.4,0,0,0
2/1/2007,08:48:00,0.374,0,241.35,1.6,0,0,0
2/1/2007,08:49:00,0.45,0.102,241.09,2,0,0,0
2/1/2007,08:50:00,0.446,0.12,241.05,1.8,0,0,0
2/1/2007,08:51:00,0.448,0.122,241.15,1.8,0,0,0
2/1/2007,08:52:00,0.444,0.122,241.28,1.8,0,0,0
2/1/2007,08:53:00,0.44,0.12,240.83,1.8,0,0,0
2/1/2007,08:54:00,0.482,0.158,240.18,2.2,0,0,0
2/1/2007,08:55:00,0.546,0.252,240.52,2.4,0,0,0
2/1/2007,08:56:00,0.54,0.25,240.27,2.4,0,0,0
2/1/2007,08:57:00,0.512,0.21,240.4,2.2,0,0,0
2/1/2007,08:58:00,0.468,0.148,240.6,2,0,0,0
2/1/2007,08:59:00,0.464,0.146,240.19,2,0,0,0
2/1/2007,09:00:00,0.464,0.148,240.42,2,0,0,0
2/1/2007,09:01:00,0.462,0.148,240.39,2,0,0,0
2/1/2007,09:02:00,0.464,0.146,240.16,2,0,0,0
2/1/2007,09:03:00,0.47,0.152,240.99,2,0,0,0
2/1/2007,09:04:00,0.468,0.152,241.24,2,0,0,0
2/1/2007,09:05:00,0.464,0.154,241.73,2,0,0,0
2/1/2007,09:06:00,0.462,0.156,241.88,2,0,0,0
2/1/2007,09:07:00,0.462,0.156,241.9,2,0,0,0
2/1/2007,09:08:00,0.46,0.15,241.13,2,0,0,0
2/1/2007,09:09:00,0.458,0.148,240.44,2,0,0,0
2/1/2007,09:10:00,0.402,0.068,239.85,1.6,0,0,0
2/1/2007,09:11:00,0.362,0,239.97,1.4,0,0,0
2/1/2007,09:12:00,0.36,0,239.12,1.4,0,0,0
2/1/2007,09:13:00,0.362,0,239.33,1.4,0,0,0
2/1/2007,09:14:00,0.362,0,239.57,1.4,0,0,0
2/1/2007,09:15:00,0.364,0,240.08,1.4,0,0,0
2/1/2007,09:16:00,0.364,0,240.09,1.4,0,0,0
2/1/2007,09:17:00,0.366,0,240.87,1.4,0,0,0
2/1/2007,09:18:00,0.368,0,241.46,1.4,0,0,0
2/1/2007,09:19:00,0.368,0,241.24,1.4,0,0,0
2/1/2007,09:20:00,0.368,0,241.76,1.4,0,0,0
2/1/2007,09:21:00,0.37,0,242.6,1.6,0,0,0
2/1/2007,09:22:00,0.366,0,241.17,1.4,0,0,0
2/1/2007,09:23:00,0.368,0,241.24,1.4,0,0,0
2/1/2007,09:24:00,0.368,0,241.71,1.4,0,0,0
2/1/2007,09:25:00,0.37,0,241.98,1.6,0,0,0
2/1/2007,09:26:00,0.368,0,241.19,1.4,0,0,0
2/1/2007,09:27:00,0.366,0,240.7,1.4,0,0,0
2/1/2007,09:28:00,0.364,0,239.84,1.4,0,0,0
2/1/2007,09:29:00,0.44,0.094,239.89,2,0,0,0
2/1/2007,09:30:00,0.438,0.116,240.09,1.8,0,0,0
2/1/2007,09:31:00,0.438,0.114,239.55,1.8,0,0,0
2/1/2007,09:32:00,0.442,0.118,240.21,1.8,0,0,0
2/1/2007,09:33:00,0.446,0.118,240.19,1.8,0,0,0
2/1/2007,09:34:00,0.444,0.116,239.89,1.8,0,0,0
2/1/2007,09:35:00,0.44,0.116,239.95,1.8,0,0,0
2/1/2007,09:36:00,0.464,0.136,239.14,2,0,0,0
2/1/2007,09:37:00,0.508,0.194,238.41,2.2,0,0,0
2/1/2007,09:38:00,0.466,0.136,238.19,2,0,0,0
2/1/2007,09:39:00,0.464,0.138,238.34,2,0,0,0
2/1/2007,09:40:00,0.466,0.142,239.39,2,0,0,0
2/1/2007,09:41:00,0.462,0.14,239.07,2,0,0,0
2/1/2007,09:42:00,0.462,0.142,239.59,2,0,0,0
2/1/2007,09:43:00,0.462,0.144,239.7,2,0,0,0
2/1/2007,09:44:00,0.46,0.142,239.53,2,0,0,0
2/1/2007,09:45:00,0.458,0.142,239.17,2,0,0,0
2/1/2007,09:46:00,0.456,0.14,238.72,2,0,0,0
2/1/2007,09:47:00,0.456,0.14,238.59,2,0,0,0
2/1/2007,09:48:00,0.46,0.138,238.07,2,0,0,0
2/1/2007,09:49:00,0.458,0.136,237.73,2,0,0,0
2/1/2007,09:50:00,0.458,0.136,237.96,2,0,0,0
2/1/2007,09:51:00,0.46,0.14,238.6,2,0,0,0
2/1/2007,09:52:00,0.408,0.068,237.96,1.8,0,0,0
2/1/2007,09:53:00,0.364,0,237.88,1.4,0,0,0
2/1/2007,09:54:00,0.362,0,237.28,1.4,0,0,0
2/1/2007,09:55:00,0.36,0,237.91,1.4,0,0,0
2/1/2007,09:56:00,0.358,0,238.4,1.4,0,0,0
2/1/2007,09:57:00,0.358,0,238.32,1.4,0,0,0
2/1/2007,09:58:00,0.36,0,238.39,1.4,0,0,0
2/1/2007,09:59:00,0.36,0,238.3,1.4,0,0,0
2/1/2007,10:00:00,0.358,0,238.27,1.4,0,0,0
2/1/2007,10:01:00,0.358,0,237.99,1.4,0,0,0
2/1/2007,10:02:00,0.36,0,237.94,1.4,0,0,0
2/1/2007,10:03:00,0.364,0,237.42,1.6,0,0,0
2/1/2007,10:04:00,0.364,0,237.75,1.6,0,0,0
2/1/2007,10:05:00,0.364,0,237.43,1.4,0,0,0
2/1/2007,10:06:00,0.364,0,237.64,1.4,0,0,0
2/1/2007,10:07:00,0.36,0,235.89,1.4,0,0,0
2/1/2007,10:08:00,0.358,0,235.56,1.4,0,0,0
2/1/2007,10:09:00,0.432,0.076,236.94,2,0,0,0
2/1/2007,10:10:00,0.436,0.104,237.02,1.8,0,0,0
2/1/2007,10:11:00,0.436,0.102,236.79,1.8,0,0,0
2/1/2007,10:12:00,0.428,0.1,236.24,1.8,0,0,0
2/1/2007,10:13:00,0.426,0.1,236.15,1.8,0,0,0
2/1/2007,10:14:00,0.428,0.102,236.63,1.8,0,0,0
2/1/2007,10:15:00,0.428,0.104,237.11,1.8,0,0,0
2/1/2007,10:16:00,0.424,0.1,236.22,1.8,0,0,0
2/1/2007,10:17:00,0.402,0.068,236.17,1.6,0,0,0
2/1/2007,10:18:00,0.422,0.06,238.43,1.8,0,0,0
2/1/2007,10:19:00,0.476,0.138,238.57,2,0,0,0
2/1/2007,10:20:00,0.472,0.138,238.48,2,0,0,0
2/1/2007,10:21:00,0.468,0.136,238.07,2,0,0,0
2/1/2007,10:22:00,0.47,0.14,238.79,2,0,0,0
2/1/2007,10:23:00,0.466,0.14,238.58,2,0,0,0
2/1/2007,10:24:00,0.466,0.14,238.74,2,0,0,0
2/1/2007,10:25:00,0.464,0.138,238.43,2,0,0,0
2/1/2007,10:26:00,0.492,0.162,239.44,2.2,0,0,0
2/1/2007,10:27:00,0.546,0.268,239.93,2.4,0,1,0
2/1/2007,10:28:00,0.542,0.27,240.33,2.4,0,1,0
2/1/2007,10:29:00,0.54,0.27,240.2,2.4,0,1,0
2/1/2007,10:30:00,0.538,0.266,239.57,2.4,0,2,0
2/1/2007,10:31:00,0.536,0.264,239.22,2.4,0,1,0
2/1/2007,10:32:00,0.542,0.27,240.27,2.4,0,1,0
2/1/2007,10:33:00,0.546,0.272,240.66,2.4,0,2,0
2/1/2007,10:34:00,0.46,0.146,240.02,2,0,1,0
2/1/2007,10:35:00,0.452,0.136,239.99,2,0,2,0
2/1/2007,10:36:00,0.452,0.134,239.66,2,0,1,0
2/1/2007,10:37:00,0.45,0.132,239.45,2,0,1,0
2/1/2007,10:38:00,0.448,0.132,239.17,2,0,2,0
2/1/2007,10:39:00,0.448,0.132,239.2,2,0,1,0
2/1/2007,10:40:00,0.45,0.134,240.1,2,0,1,0
2/1/2007,10:41:00,0.44,0.134,239.82,1.8,0,2,0
2/1/2007,10:42:00,0.44,0.132,239.58,1.8,0,1,0
2/1/2007,10:43:00,0.438,0.132,239.66,1.8,0,1,0
2/1/2007,10:44:00,0.438,0.132,239.52,1.8,0,2,0
2/1/2007,10:45:00,0.438,0.132,239.78,1.8,0,1,0
2/1/2007,10:46:00,0.438,0.134,240.22,1.8,0,1,0
2/1/2007,10:47:00,0.44,0.134,240.23,1.8,0,1,0
2/1/2007,10:48:00,0.444,0.136,240.28,1.8,0,2,0
2/1/2007,10:49:00,0.5,0.192,240.09,2.2,0,1,0
2/1/2007,10:50:00,0.514,0.234,239.43,2.2,0,1,0
2/1/2007,10:51:00,0.512,0.23,238.79,2.2,0,1,0
2/1/2007,10:52:00,0.514,0.234,239.5,2.2,0,2,0
2/1/2007,10:53:00,0.502,0.22,239.52,2.2,0,1,0
2/1/2007,10:54:00,0.434,0.114,239.41,1.8,0,0,0
2/1/2007,10:55:00,0.436,0.118,240.36,1.8,0,0,0
2/1/2007,10:56:00,0.434,0.114,239.75,1.8,0,0,0
2/1/2007,10:57:00,0.43,0.11,240.05,1.8,0,0,0
2/1/2007,10:58:00,0.36,0,239.3,1.4,0,0,0
2/1/2007,10:59:00,0.366,0,240.76,1.4,0,0,0
2/1/2007,11:00:00,0.462,0.12,241.09,2,0,0,0
2/1/2007,11:01:00,0.472,0.146,239.96,2,0,0,0
2/1/2007,11:02:00,0.47,0.146,239.88,2,0,0,0
2/1/2007,11:03:00,0.474,0.146,239.93,2,0,0,0
2/1/2007,11:04:00,0.472,0.148,240.06,2,0,0,0
2/1/2007,11:05:00,0.468,0.15,240.69,2,0,0,0
2/1/2007,11:06:00,0.464,0.152,241.09,2,0,0,0
2/1/2007,11:07:00,0.464,0.152,241.11,2,0,0,0
2/1/2007,11:08:00,0.464,0.152,241.38,2,0,0,0
2/1/2007,11:09:00,0.462,0.154,241.44,2,0,0,0
2/1/2007,11:10:00,0.46,0.15,240.71,2,0,0,0
2/1/2007,11:11:00,0.462,0.154,241.6,2,0,0,0
2/1/2007,11:12:00,0.46,0.154,241.38,2,0,0,0
2/1/2007,11:13:00,0.46,0.15,240.95,2,0,0,0
2/1/2007,11:14:00,0.458,0.15,240.76,2,0,0,0
2/1/2007,11:15:00,0.454,0.142,239.32,2,0,0,0
2/1/2007,11:16:00,0.362,0,239.54,1.4,0,0,0
2/1/2007,11:17:00,0.362,0,239.58,1.4,0,0,0
2/1/2007,11:18:00,0.36,0,238.56,1.4,0,0,0
2/1/2007,11:19:00,0.358,0,238.02,1.4,0,0,0
2/1/2007,11:20:00,0.366,0,241.13,1.4,0,0,0
2/1/2007,11:21:00,0.368,0,241.89,1.6,0,0,0
2/1/2007,11:22:00,0.366,0,241.16,1.4,0,0,0
2/1/2007,11:23:00,0.368,0,241.58,1.4,0,0,0
2/1/2007,11:24:00,0.37,0,242.47,1.6,0,0,0
2/1/2007,11:25:00,0.368,0,241.51,1.4,0,0,0
2/1/2007,11:26:00,0.366,0,240.64,1.4,0,0,0
2/1/2007,11:27:00,0.368,0,241.61,1.4,0,0,0
2/1/2007,11:28:00,0.37,0,242.44,1.6,0,0,0
2/1/2007,11:29:00,0.412,0.06,242.82,1.8,0,0,0
2/1/2007,11:30:00,0.448,0.132,243.24,1.8,0,0,0
2/1/2007,11:31:00,0.45,0.134,243.79,1.8,0,0,0
2/1/2007,11:32:00,0.45,0.132,243.35,1.8,0,0,0
2/1/2007,11:33:00,0.45,0.132,243.49,1.8,0,0,0
2/1/2007,11:34:00,0.444,0.126,242.28,1.8,0,0,0
2/1/2007,11:35:00,0.444,0.128,242.67,1.8,0,0,0
2/1/2007,11:36:00,0.442,0.128,242.48,1.8,0,0,0
2/1/2007,11:37:00,0.446,0.134,244.41,1.8,0,0,0
2/1/2007,11:38:00,0.376,0,244.15,1.6,0,0,0
2/1/2007,11:39:00,0.378,0,244.97,1.6,0,0,0
2/1/2007,11:40:00,0.378,0,244.62,1.6,0,0,0
2/1/2007,11:41:00,0.376,0,244.28,1.6,0,0,0
2/1/2007,11:42:00,0.476,0.138,243.98,2,0,0,0
2/1/2007,11:43:00,0.488,0.172,244.64,2,0,0,0
2/1/2007,11:44:00,0.48,0.164,243.27,2,0,0,0
2/1/2007,11:45:00,0.474,0.158,242.25,2,0,0,0
2/1/2007,11:46:00,0.476,0.164,243.12,2,0,0,0
2/1/2007,11:47:00,0.478,0.168,243.72,2,0,0,0
2/1/2007,11:48:00,0.48,0.164,243,2,0,0,0
2/1/2007,11:49:00,0.476,0.16,242.41,2,0,0,0
2/1/2007,11:50:00,0.468,0.156,241.69,2,0,0,0
2/1/2007,11:51:00,0.466,0.16,242.53,2,0,0,0
2/1/2007,11:52:00,0.468,0.162,242.99,2,0,0,0
2/1/2007,11:53:00,0.464,0.158,242.14,2,0,0,0
2/1/2007,11:54:00,0.466,0.16,242.48,2,0,0,0
2/1/2007,11:55:00,0.466,0.16,242.56,2,0,0,0
2/1/2007,11:56:00,0.468,0.166,243.53,2,0,0,0
2/1/2007,11:57:00,0.45,0.138,243.57,2,0,0,0
2/1/2007,11:58:00,0.374,0,243.29,1.6,0,0,0
2/1/2007,11:59:00,0.376,0,243.79,1.6,0,0,0
2/1/2007,12:00:00,0.374,0,243.42,1.6,0,0,0
2/1/2007,12:01:00,0.374,0,243.4,1.6,0,0,0
2/1/2007,12:02:00,0.378,0,243.72,1.6,0,0,0
2/1/2007,12:03:00,0.38,0,243.21,1.6,0,0,0
2/1/2007,12:04:00,0.38,0,242.86,1.6,0,0,0
2/1/2007,12:05:00,0.378,0,242.33,1.6,0,0,0
2/1/2007,12:06:00,0.374,0,241.38,1.6,0,0,0
2/1/2007,12:07:00,0.374,0,241.49,1.6,0,0,0
2/1/2007,12:08:00,0.376,0,241.68,1.6,0,0,0
2/1/2007,12:09:00,0.434,0.078,242.59,2,0,0,0
2/1/2007,12:10:00,0.45,0.132,242.95,1.8,0,0,0
2/1/2007,12:11:00,0.448,0.132,243.07,1.8,0,0,0
2/1/2007,12:12:00,0.448,0.132,243.14,1.8,0,0,0
2/1/2007,12:13:00,0.448,0.132,243.28,1.8,0,0,0
2/1/2007,12:14:00,0.446,0.13,242.63,1.8,0,0,0
2/1/2007,12:15:00,0.444,0.128,242.28,1.8,0,0,0
2/1/2007,12:16:00,0.44,0.126,242,1.8,0,0,0
2/1/2007,12:17:00,0.432,0.11,241.93,1.8,0,0,0
2/1/2007,12:18:00,0.376,0,241.73,1.6,0,0,0
2/1/2007,12:19:00,0.376,0,241.5,1.6,0,0,0
2/1/2007,12:20:00,0.376,0,241.68,1.6,0,0,0
2/1/2007,12:21:00,0.374,0,241.16,1.6,0,0,0
2/1/2007,12:22:00,0.374,0,241.5,1.6,0,0,0
2/1/2007,12:23:00,0.374,0,241.36,1.6,0,0,0
2/1/2007,12:24:00,0.494,0.154,241.96,2.2,0,0,0
2/1/2007,12:25:00,0.482,0.154,241.58,2,0,0,0
2/1/2007,12:26:00,0.478,0.152,241.03,2,0,0,0
2/1/2007,12:27:00,0.476,0.152,241.27,2,0,0,0
2/1/2007,12:28:00,0.468,0.154,241.47,2,0,0,0
2/1/2007,12:29:00,0.468,0.154,241.45,2,0,0,0
2/1/2007,12:30:00,0.466,0.154,241.55,2,0,0,0
2/1/2007,12:31:00,0.466,0.156,241.77,2,0,0,0
2/1/2007,12:32:00,0.468,0.156,242.07,2,0,0,0
2/1/2007,12:33:00,0.472,0.16,242.42,2,0,0,0
2/1/2007,12:34:00,0.47,0.158,242.01,2,0,0,0
2/1/2007,12:35:00,0.472,0.16,242.35,2,0,0,0
2/1/2007,12:36:00,0.47,0.158,242.04,2,0,0,0
2/1/2007,12:37:00,0.47,0.158,241.99,2,0,0,0
2/1/2007,12:38:00,0.468,0.154,241.58,2,0,0,0
2/1/2007,12:39:00,0.422,0.09,241.43,1.8,0,0,0
2/1/2007,12:40:00,0.374,0,241.77,1.6,0,0,0
2/1/2007,12:41:00,0.374,0,241.64,1.6,0,0,0
2/1/2007,12:42:00,0.372,0,242.13,1.6,0,0,0
2/1/2007,12:43:00,0.368,0,242.04,1.4,0,0,0
2/1/2007,12:44:00,0.368,0,241.95,1.4,0,0,0
2/1/2007,12:45:00,0.368,0,242.07,1.4,0,0,0
2/1/2007,12:46:00,0.368,0,241.89,1.4,0,0,0
2/1/2007,12:47:00,0.37,0,241.63,1.6,0,0,0
2/1/2007,12:48:00,0.374,0,241.52,1.6,0,0,0
2/1/2007,12:49:00,0.404,0,241.29,1.8,0,0,0
2/1/2007,12:50:00,0.45,0.126,242.06,1.8,0,0,0
2/1/2007,12:51:00,0.45,0.126,242.1,1.8,0,0,0
2/1/2007,12:52:00,0.448,0.122,241.44,1.8,0,0,0
2/1/2007,12:53:00,0.448,0.122,241.46,1.8,0,0,0
2/1/2007,12:54:00,0.45,0.124,242.01,1.8,0,0,0
2/1/2007,12:55:00,0.472,0.14,241.73,2.2,0,0,0
2/1/2007,12:56:00,0.52,0.248,241.94,2.4,0,0,0
2/1/2007,12:57:00,0.522,0.248,242,2.4,0,1,0
2/1/2007,12:58:00,0.472,0.178,241.77,2,0,2,0
2/1/2007,12:59:00,0.448,0.142,241.67,2,0,1,0
2/1/2007,13:00:00,0.45,0.14,241.35,2,0,2,0
2/1/2007,13:01:00,0.45,0.144,241.8,2,0,1,0
2/1/2007,13:02:00,0.454,0.144,242.04,2,0,1,0
2/1/2007,13:03:00,0.458,0.146,242.02,2,0,2,0
2/1/2007,13:04:00,0.458,0.144,241.9,2,0,1,0
2/1/2007,13:05:00,0.508,0.192,241.49,2.2,0,1,0
2/1/2007,13:06:00,0.566,0.278,241.61,2.6,0,2,0
2/1/2007,13:07:00,0.56,0.278,241.68,2.6,0,1,0
2/1/2007,13:08:00,0.552,0.278,241.73,2.6,0,2,0
2/1/2007,13:09:00,0.552,0.28,241.99,2.4,0,1,0
2/1/2007,13:10:00,0.55,0.282,242.2,2.4,0,1,0
2/1/2007,13:11:00,0.546,0.28,241.91,2.4,0,2,0
2/1/2007,13:12:00,0.542,0.276,241.39,2.4,0,1,0
2/1/2007,13:13:00,0.542,0.282,242.2,2.4,0,1,0
2/1/2007,13:14:00,0.542,0.284,242.72,2.4,0,1,0
2/1/2007,13:15:00,0.542,0.286,242.89,2.4,0,2,0
2/1/2007,13:16:00,0.538,0.284,242.58,2.4,0,1,0
2/1/2007,13:17:00,0.54,0.282,242.46,2.4,0,1,0
2/1/2007,13:18:00,0.544,0.284,242.62,2.4,0,1,0
2/1/2007,13:19:00,0.544,0.284,242.72,2.4,0,2,0
2/1/2007,13:20:00,0.538,0.286,242.86,2.4,0,1,0
2/1/2007,13:21:00,0.47,0.186,243.2,2,0,1,0
2/1/2007,13:22:00,0.442,0.148,243.42,1.8,0,1,0
2/1/2007,13:23:00,0.374,0,243.64,1.6,0,0,0
2/1/2007,13:24:00,0.374,0,243.74,1.6,0,0,0
2/1/2007,13:25:00,0.372,0,243.47,1.6,0,0,0
2/1/2007,13:26:00,0.374,0,243.81,1.6,0,0,0
2/1/2007,13:27:00,0.372,0,243.13,1.6,0,0,0
2/1/2007,13:28:00,0.372,0,243.28,1.6,0,0,0
2/1/2007,13:29:00,0.372,0,243.1,1.6,0,0,0
2/1/2007,13:30:00,0.46,0.124,242.15,2,0,0,0
2/1/2007,13:31:00,0.446,0.128,242.52,1.8,0,0,0
2/1/2007,13:32:00,0.444,0.124,241.86,1.8,0,0,0
2/1/2007,13:33:00,0.446,0.128,242.28,1.8,0,0,0
2/1/2007,13:34:00,0.444,0.126,242.23,1.8,0,0,0
2/1/2007,13:35:00,0.44,0.122,241.17,1.8,0,0,0
2/1/2007,13:36:00,0.436,0.116,240.08,1.8,0,0,0
2/1/2007,13:37:00,0.434,0.116,240.19,1.8,0,0,0
2/1/2007,13:38:00,0.402,0.07,240.47,1.6,0,0,0
2/1/2007,13:39:00,0.37,0,242.33,1.6,0,0,0
2/1/2007,13:40:00,0.372,0,242.78,1.6,0,0,0
2/1/2007,13:41:00,0.374,0,243.37,1.6,0,0,0
2/1/2007,13:42:00,0.372,0,243.25,1.6,0,0,0
2/1/2007,13:43:00,0.374,0,243.78,1.6,0,0,0
2/1/2007,13:44:00,0.376,0,244.26,1.6,0,0,0
2/1/2007,13:45:00,0.37,0,242.45,1.6,0,0,0
2/1/2007,13:46:00,0.37,0,242.34,1.6,0,0,0
2/1/2007,13:47:00,0.444,0.096,242.06,2,0,0,0
2/1/2007,13:48:00,0.478,0.152,241.47,2,0,0,0
